"id","cook_id","value","sort","title_sort"
"9230","736","1 stick of cinnamon.","2","المكوّنات"
"9231","736","A large onion, cut into quarters.","2","المكوّنات"
"9232","736","Three cloves of cardamom.","2","المكوّنات"
"9233","736","Three grains of cinnamon.","2","المكوّنات"
"9234","736","Three bay leaves.","2","المكوّنات"
"9235","736","A teaspoon of turmeric.","2","المكوّنات"
"9236","736","A teaspoon of chopped ginger.","2","المكوّنات"
"9237","736","Three cloves of crushed garlic.","2","المكوّنات"
"9238","736","Two teaspoons of salt.","2","المكوّنات"
"9239","736","Three cups of basmati rice.","0","خليط الأرز:
"
"9240","736","A teaspoon each of: cinnamon, salt, paprika, chili sauce, and mixed spices.","0","خليط الأرز:
"
"9241","736","Half a teaspoon of black pepper.","0","خليط الأرز:
"
"9242","736","Fried almonds and raisins to garnish.","0","خليط الأرز:
"
"9243","737","Half a teaspoon of saffron strands.","1",
"9244","737","Two tablespoons of hot water.","1",
"9245","737","Two tablespoons of ghee or butter.","1",
"9246","737","Four grains of cardamom.","1",
"9247","737","1 stick of cinnamon.","1",
"9248","737","Four grains of cloves.","1",
"9249","737","Ten grains of peppercorns.","1",
"9250","737","Two and a half cups of long-grain rice.","1",
"9251","737","Two teaspoons of salt.","1",
"9252","737","One and a half grated peel of orange.","1",
"9253","737","Two tablespoons of pistachios.","1",
"9254","737","Two tablespoons of boiled and sliced ​​almonds.","1",
"9255","737","Two tablespoons of raisins.","1",
"9256","737","Water.","1",
"9257","738","Two cups of basmati rice.","0",
"9258","738","Three tablespoons of ghee.","0",
"9259","738","Half a teaspoon of saffron.","0",
"9260","738","Two tablespoons of rose water.","0",
"9261","738","1 medium onion, cut into slices.","0",
"9262","738","1 stick of cinnamon.","0",
"9263","738","A teaspoon of correct cumin.","0",
"9264","738","Two teaspoons of salt.","0",
"9265","738","A quarter cup of raisins.","0",
"9266","738","Three tablespoons of sugar.","0",
"9267","738","Four cups of hot water.","0",
"9268","738","two big spoons of lemon juice.","0",
"9269","738","A large carrot, cut into thin longitudinal pieces.","0",
"9270","739","Four cups of basmati rice.","3","المكوّنات"
"9271","739","Six cups of water.","3","المكوّنات"
"9272","739","A teaspoon of right black pepper.","3","المكوّنات"
"9273","739","Four tablespoons of ghee.","3","المكوّنات"
"9274","739","Two tablespoons of corn oil.","3","المكوّنات"
"9275","739","Two tablespoons of each: the right cumin, the correct coriander, and the right fennel.","3","المكوّنات"
"9276","739","Two cinnamon sticks.","3","المكوّنات"
"9277","739","A teaspoon of correct cloves.","3","المكوّنات"
"9278","739","Two leaves of laurel.","3","المكوّنات"
"9279","739","A tablespoon of salt.","3","المكوّنات"
"9280","739","Two tablespoons of flour.","1","البصل المكرمل:
"
"9281","739","Large onion.","1","البصل المكرمل:
"
"9282","739","Half a teaspoon of saffron.","-1","خليط الزعفران:
"
"9283","739","Two tablespoons of rose water.","-1","خليط الزعفران:
"
"9284","739","Fried nuts to serve.","-1","خليط الزعفران:
"
"9285","740","A kilo of chicken.","2","خليط الدجاج:
"
"9286","740","A tablespoon of corn oil.","2","خليط الدجاج:
"
"9287","740","two big spoons of lemon juice.","2","خليط الدجاج:
"
"9288","740","Half a teaspoon each of: black pepper, turmeric, cardamom, cinnamon, and cumin.","2","خليط الدجاج:
"
"9289","740","Two tablespoons of tomato paste.","2","خليط الدجاج:
"
"9290","740","Small spoon of salt.","2","خليط الدجاج:
"
"9291","740","Two medium-sized grains of roughly chopped onions.","0","خليط البصل:
"
"9292","740","Half a cup of corn oil.","0","خليط البصل:
"
"9293","740","Three quarters of a cup of raisins.","0","خليط البصل:
"
"9294","740","Three cups of basmati rice.","-2","خليط الارز:
"
"9295","740","A teaspoon of cilantro love.","-2","خليط الارز:
"
"9296","740","Three pods of green pepper.","-2","خليط الارز:
"
"9297","740","Two tablespoons of corn oil.","-2","خليط الارز:
"
"9298","740","Ten beads of correct cloves.","-2","خليط الارز:
"
"9299","740","Two leaves of laurel.","-2","خليط الارز:
"
"9300","740","A teaspoon of cumin love.","-2","خليط الارز:
"
"9301","740","A tablespoon of salt.","-2","خليط الارز:
"
"9302","740","Ten grains of cardamom right.","-2","خليط الارز:
"
"9303","740","1 stick of cinnamon.","-2","خليط الارز:
"
"9304","741","Half a medium onion.","2",
"9305","741","A piece of boneless, skinless chicken thigh.","2",
"9306","741","Tablespoon of olive oil.","2",
"9307","741","Half a cup of frozen vegetables (peas, carrots, corn).","2",
"9308","741","Pinch of salt.","2",
"9309","741","A cup and a half of cooked Japanese rice.","2",
"9310","741","Spoonful of ketchup.","2",
"9311","741","A teaspoon of soy sauce.","2",
"9312","741","Pinch of black pepper.","2",
"9313","741","Two eggs.","0","مكوِّنات الأومليت:
"
"9314","741","Two tablespoons of milk.","0","مكوِّنات الأومليت:
"
"9315","741","Two tablespoons of olive oil.","0","مكوِّنات الأومليت:
"
"9316","741","Six tablespoons of grated cheddar cheese.","0","مكوِّنات الأومليت:
"
"9317","742","Half a small onion, finely chopped.","1",
"9318","742","A stick of finely chopped green onions.","1",
"9319","742","1 small carrot, finely chopped.","1",
"9320","742","Twenty-five grams of ground beef.","1",
"9321","742","A tablespoon of soy sauce.","1",
"9322","742","One and a half tablespoon of tomato sauce.","1",
"9323","742","Salt and black pepper.","1",
"9324","742","Four eggs.","1",
"9325","742","frying oil.","1",
"9326","742","Sufficient amount of cooked rice.","1",
"9327","743","A cup of chicken, cut into small pieces.","1",
"9328","743","Half a small onion, finely chopped.","1",
"9329","743","Four pieces of mushrooms cut into slices.","1",
"9330","743","One medium green pepper, chopped.","1",
"9331","743","Four cups of Japanese steamed rice.","1",
"9332","743","Salt and black pepper.","1",
"9333","743","Eight eggs.","1",
"9334","743","A cup of ketchup.","1",
"9335","743","Amount of vegetable oil.","1",
"9336","744","Two cups of basmati rice.","0",
"9337","744","Four tablespoons of oil.","0",
"9338","744","Half a cup of noodles.","0",
"9339","744","A quarter of a teaspoon of salt.","0",
"9340","744","Three and a half cups of chicken broth or water.","0",
"9341","745","Two cups of basmati rice.","0",
"9342","745","Half a teaspoon of saffron.","0",
"9343","745","Two tablespoons of rose water.","0",
"9344","745","Three tablespoons of ghee.","0",
"9345","745","1 stick of cinnamon.","0",
"9346","745","A teaspoon of whole cumin.","0",
"9347","745","1 medium onion, cut into thin wedges.","0",
"9348","745","Two teaspoons of salt.","0",
"9349","745","Three tablespoons of sugar.","0",
"9350","745","A quarter cup of raisins.","0",
"9351","745","One large carrot, cut into thin sticks.","0",
"9352","745","Four cups of hot water.","0",
"9353","745","Two tablespoons of lemon juice.","0",
"9354","746","A tablespoon of olive oil.","0",
"9355","746","A large onion, cut into small pieces.","0",
"9356","746","2 cloves of garlic.","0",
"9357","746","A large carrot, peeled and grated.","0",
"9358","746","A cup of chicken broth.","0",
"9359","746","A tablespoon of lemon juice.","0",
"9360","746","A cup and a half of rice.","0",
"9361","747","Half a cup of butter.","0",
"9362","747","A quarter cup of sugar.","0",
"9363","747","Three cups of short rice.","0",
"9364","747","Four and a half cups of water.","0",
"9365","747","A quarter cup of cashews.","0",
"9366","747","A quarter cup of almonds.","0",
"9367","747","A quarter cup of raisins.","0",
"9368","747","Corn oil for frying.","0",
"9369","748","Two cups of basmati rice.","0",
"9370","748","Four tablespoons of oil.","0",
"9371","748","Half a cup of vermicelli.","0",
"9372","748","A quarter of a teaspoon of salt.","0",
"9373","748","Three and a half cups of chicken broth or water.","0",
"9374","749","Two cups of short rice.","0",
"9375","749","A quarter cup of ghee or oil.","0",
"9376","749","Two tablespoons of pine nuts.","0",
"9377","749","A quarter cup of sliced ​​almonds.","0",
"9378","749","A quarter cup of pistachios, peeled in half.","0",
"9379","749","Chopped onion.","0",
"9380","749","A quarter of a kilogram of minced meat.","0",
"9381","749","A small spoon of mixed spice.","0",
"9382","749","Two teaspoons of salt.","0",
"9383","749","A quarter of a teaspoon each of: cinnamon, ground cardamom, and black pepper.","0",
"9384","749","Three cups of chicken broth.","0",
"9385","749","Chopped parsley to serve.","0",
"9386","750","Four cups of basmati rice.","3","المكونات"
"9387","750","Two tablespoons of corn oil.","3","المكونات"
"9388","750","Two bay papers.","3","المكونات"
"9389","750","Four tablespoons of ghee.","3","المكونات"
"9390","750","Two tablespoons of correct coriander.","3","المكونات"
"9391","750","Two tablespoons of right cumin.","3","المكونات"
"9392","750","Two tablespoons of right fennel.","3","المكونات"
"9393","750","A teaspoon of right black pepper.","3","المكونات"
"9394","750","A teaspoon of correct cloves.","3","المكونات"
"9395","750","Two cinnamon sticks.","3","المكونات"
"9396","750","A tablespoon of salt.","3","المكونات"
"9397","750","Six cups of water.","3","المكونات"
"9398","750","Fried nuts to serve.","3","المكونات"
"9399","750","A large onion.","0","البصل المكرمل:
"
"9400","750","Two tablespoons of flour.","0","البصل المكرمل:
"
"9401","750","Two tablespoons of rose water.","-2","خليط الزعفران:
"
"9402","750","Half a teaspoon of saffron.","-2","خليط الزعفران:
"
"9403","751","Half a cup of green pepper, chopped into cubes.","1",
"9404","751","1 small onion, chopped into cubes.","1",
"9405","751","One and a half cups of washed and soaked basmati rice for half an hour.","1",
"9406","751","Four tablespoons of butter.","1",
"9407","751","Two cubes of chicken broth.","1",
"9408","751","Two hundred forty grams of mushrooms, sliced ​​thick.","1",
"9409","751","Two teaspoons of dried parsley.","1",
"9410","751","A pinch of salt and black pepper, to taste.","1",
"9411","751","Little boiling water.","1",
"9412","752","Three cups of basmati rice.","1",
"9413","752","1 teaspoon finely chopped ginger.","1",
"9414","752","2 crushed garlic cloves.","1",
"9415","752","A quarter cup of corn oil.","1",
"9416","752","A tablespoon of turmeric.","1",
"9417","752","¼ teaspoon of black pepper.","1",
"9418","752","1 medium onion, finely chopped.","1",
"9419","752","Four and a half cups of water.","1",
"9420","752","A tablespoon of turmeric.","1",
"9421","752","Half a teaspoon of mixed spices.","1",
"9422","752","Two tablespoons of butter.","1",
"9423","752","Three teaspoons of salt.","1",
"9424","753","Two cups of short-grain rice.","0",
"9425","753","Six pieces of chicken thigh (pin).","0",
"9426","753","Two tablespoons of butter.","0",
"9427","753","Two tablespoons of oil.","0",
"9428","753","Three sticks of chopped green onions.","0",
"9429","753","Four cloves of crushed garlic.","0",
"9430","753","One large carrot, cut into very thin sticks.","0",
"9431","753","A medium sized sweet green pepper, cut into small cubes.","0",
"9432","753","A medium sized sweet red pepper, cut into small cubes.","0",
"9433","753","A medium sized sweet yellow pepper, cut into small cubes.","0",
"9434","753","A century of chopped hot green peppers.","0",
"9435","753","Ten mushrooms, cut into quarters.","0",
"9436","753","Three cups of chicken broth.","0",
"9437","753","A cup of peas.","0",
"9438","753","Two teaspoons of salt.","0",
"9439","753","¼ teaspoon of black pepper.","0",
"9440","753","A small spoon of oregano.","0",
"9441","753","Half a teaspoon of turmeric.","0",
"9442","753","Two tablespoons of chopped parsley to garnish.","0",
"9443","754","A kilogram of boiled and shredded chicken.","0",
"9444","754","Three cups of long-grain rice.","0",
"9445","754","Two tablespoons of oil.","0",
"9446","754","1 medium size onion, cut into slices.","0",
"9447","754","A medium red pepper, sliced.","0",
"9448","754","A medium green pepper, sliced.","0",
"9449","754","2 medium carrots, sliced.","0",
"9450","754","2 medium sized tomatoes, diced.","0",
"9451","754","A cup of chopped parsley.","0",
"9452","754","Two teaspoons of salt.","0",
"9453","754","A tablespoon of mixed spices.","0",
"9454","754","Two cups of chicken broth.","0",
"9455","754","A cup of cream.","0",
"9456","754","A cup of liquid cheese.","0",
"9457","755","A cup of each of:
 Chicken broth.
 Liquid cream.
 Shredded cheddar cheese.
 Shredded mozzarella cheese.","0",
"9458","755","Chicken broth.","0",
"9459","755","Liquid cream.","0",
"9460","755","Shredded cheddar cheese.","0",
"9461","755","Shredded mozzarella cheese.","0",
"9462","755","A quarter cup of rusk.","0",
"9463","755","A quarter of a teaspoon each of:
 Black pepper.
 Cinnamon.","0",
"9464","755","Black pepper.","0",
"9465","755","Cinnamon.","0",
"9466","755","Small spoon of salt.","0",
"9467","755","One tablespoon of lemon zest.","0",
"9468","755","Three tablespoons of lemon juice.","0",
"9469","755","Half a cup of mayonnaise.","0",
"9470","755","Two tablespoons of each of:
 Butter.
 Flour.","0",
"9471","755","Butter.","0",
"9472","755","Flour.","0",
"9473","755","A large head of broccoli cut into large florets.","0",
"9474","756","One stick of rosemary.","0",
"9475","756","Two hundred grams of shredded parmesan cheese.","0",
"9476","756","Four hundred grams of shredded mozzarella cheese.","0",
"9477","756","One liter of cooking cream.","0",
"9478","756","Pinch of black pepper - to taste.","0",
"9479","756","Five and a half grains of zucchini, sliced ​​and boiled.","0",
"9480","756","2 large fried potatoes.","0",
"9481","756","Small spoon of salt.","0",
"9482","757","A head of lettuce.","2","المكوّنات"
"9483","757","A box of:
 Maize.
 The hummus.","2","المكوّنات"
"9484","757","Maize.","2","المكوّنات"
"9485","757","The hummus.","2","المكوّنات"
"9486","757","Onion.","2","المكوّنات"
"9487","757","Two pods of green pepper.","2","المكوّنات"
"9488","757","2 tablets of each of:
 Eggplant.
 Potatoes.
 carrots.","2","المكوّنات"
"9489","757","Eggplant.","2","المكوّنات"
"9490","757","Potatoes.","2","المكوّنات"
"9491","757","carrots.","2","المكوّنات"
"9492","757","Two loaves of bread.","2","المكوّنات"
"9493","757","A pinch of parsley - to serve -.","2","المكوّنات"
"9494","757","Small spoon of salt.","0","مكونات الصلصة:
"
"9495","757","Three cloves of garlic.","0","مكونات الصلصة:
"
"9496","757","Half a cup of each of:
 Tahinia.
 Lemonade.","0","مكونات الصلصة:
"
"9497","757","Tahinia.","0","مكونات الصلصة:
"
"9498","757","Lemonade.","0","مكونات الصلصة:
"
"9499","757","A quarter cup of sumac.","0","مكونات الصلصة:
"
"9500","757","Three cups of yogurt.","0","مكونات الصلصة:
"
"9501","758","Three cups of vegetable broth.","0",
"9502","758","Black pepper and salt, to taste.","0",
"9503","758","Bay leaf.","0",
"9504","758","A tablespoon of olive oil.","0",
"9505","758","One pill of:
 Onions, chopped.
 Potatoes, cut into cubes.","0",
"9506","758","Onions, chopped.","0",
"9507","758","Potatoes, cut into cubes.","0",
"9508","758","A clove of minced garlic.","0",
"9509","758","A head of broccoli cut into flowers.","0",
"9510","758","Lemon juice - to serve -.","0",
"9511","759","Two tablespoons of each of:
 Butter.
 Shredded parmesan cheese.","1","مكوّنات خليط البطاطا:
"
"9512","759","Butter.","1","مكوّنات خليط البطاطا:
"
"9513","759","Shredded parmesan cheese.","1","مكوّنات خليط البطاطا:
"
"9514","759","Three large potatoes.","1","مكوّنات خليط البطاطا:
"
"9515","759","A quarter of a teaspoon of white pepper.","1","مكوّنات خليط البطاطا:
"
"9516","759","A large head of broccoli.","1","مكوّنات خليط البطاطا:
"
"9517","759","Three sticks of chopped green onions.","1","مكوّنات خليط البطاطا:
"
"9518","759","Small spoon of salt.","1","مكوّنات خليط البطاطا:
"
"9519","759","Half a cup of each of:
 the milk.
 Chopped dill.
 Chopped parsley.","1","مكوّنات خليط البطاطا:
"
"9520","759","the milk.","1","مكوّنات خليط البطاطا:
"
"9521","759","Chopped dill.","1","مكوّنات خليط البطاطا:
"
"9522","759","Chopped parsley.","1","مكوّنات خليط البطاطا:
"
"9523","759","A cup of shredded cheddar cheese.","1","مكوّنات خليط البطاطا:
"
"9524","759","Three tablespoons of butter.","-1","مكوّنات البشاميل:
"
"9525","759","A medium grain of chopped onion.","-1","مكوّنات البشاميل:
"
"9526","759","A quarter cup of flour.","-1","مكوّنات البشاميل:
"
"9527","759","Two cups of milk.","-1","مكوّنات البشاميل:
"
"9528","759","¼ teaspoon of black pepper.","-1","مكوّنات البشاميل:
"
"9529","759","Half a teaspoon of salt.","-1","مكوّنات البشاميل:
"
"9530","760","Four cups of rice.","2","المكونات"
"9531","760","A kilo of chopped meat.","2","المكونات"
"9532","760","Kilo green beans.","2","المكونات"
"9533","760","Two onions, medium size, and cut into quarters.","2","المكونات"
"9534","760","1 clove of garlic.","2","المكونات"
"9535","760","A tablespoon of salt.","2","المكونات"
"9536","760","Cinnamon stick.","2","المكونات"
"9537","760","Ten grains of true cardamom.","2","المكونات"
"9538","760","Four bay papers.","2","المكونات"
"9539","760","Four cloves of crushed garlic.","2","المكونات"
"9540","760","Two tablespoons of ghee.","2","المكونات"
"9541","760","Two medium-sized onions, chopped.","2","المكونات"
"9542","760","Half a cup of green coriander.","2","المكونات"
"9543","760","A small spoon of mixed seasoning.","2","المكونات"
"9544","760","A small spoon of fine coriander.","2","المكونات"
"9545","760","Two teaspoons of black pepper.","2","المكونات"
"9546","760","A quarter of a teaspoon of turmeric.","2","المكونات"
"9547","760","Half a tea spoon of cinnamon.","2","المكونات"
"9548","760","Fried nuts.","0","للتزيين:
"
"9549","761","Cuba fava beans.","1",
"9550","761","A cup of tomato juice.","1",
"9551","761","Half a cup of sausage.","1",
"9552","761","Half a cup of chopped tomatoes.","1",
"9553","761","One small onion, chopped.","1",
"9554","761","Clove of minced garlic.","1",
"9555","761","A tablespoon of ghee.","1",
"9556","761","Two tablespoons of parsley.","1",
"9557","761","Salt and black pepper to taste.","1",
"9558","762","Thirty grams of olive oil.","2",
"9559","762","Twenty grams of puree paste.","2",
"9560","762","One hundred and fifty grams finely chopped onions.","2",
"9561","762","Fifteen grams tomato paste.","2",
"9562","762","Fifteen grams of Aleppo red pepper.","2",
"9563","762","Five grams of fresh cumin, toasted.","2",
"9564","762","Three hundred grams canned tomatoes, chopped.","2",
"9565","762","Hundred grams of vegetable broth.","2",
"9566","762","A can of fava beans.","2",
"9567","762","Four eggs.","2",
"9568","762","Salt and black pepper.","2",
"9569","762","Greek yogurt.","0","للزينة:
"
"9570","762","parsley.","0","للزينة:
"
"9571","762","Aleppo red pepper.","0","للزينة:
"
"9572","763","Three medium sized zucchini, diced.","0",
"9573","763","Three cloves of crushed garlic.","0",
"9574","763","Two cups of boiled chickpeas.","0",
"9575","763","Pinch of black pepper.","0",
"9576","763","Pinch of cumin.","0",
"9577","763","A medium sized green pepper, diced.","0",
"9578","763","2 medium sized eggplant, diced.","0",
"9579","763","2 medium sized onions, diced.","0",
"9580","763","Two tablespoons of butter.","0",
"9581","763","Four tablespoons of tahini.","0",
"9582","763","Half a cup of chopped parsley.","0",
"9583","763","Three loaves of thick Arabic bread.","0",
"9584","763","Small spoon of salt.","0",
"9585","763","A quarter cup of pine nuts.","0",
"9586","763","Four cups of yogurt.","0",
"9587","763","two big spoons of lemon juice.","0",
"9588","764","Three hundred grams of small red potatoes, washed.","2","مكونات الخضار المشوية:
"
"9589","764","A kilo and a hundred grams of pumpkin, peeled and cut into small cubes.","2","مكونات الخضار المشوية:
"
"9590","764","Four tablespoons of olive oil.","2","مكونات الخضار المشوية:
"
"9591","764","Two red onions, sliced.","2","مكونات الخضار المشوية:
"
"9592","764","Salt, to taste-.","2","مكونات الخضار المشوية:
"
"9593","764","Black pepper to taste-.","2","مكونات الخضار المشوية:
"
"9594","764","A cup of Greek yogurt.","0","مكونات صوص لبن الزبادي الحار:
"
"9595","764","A small clove of minced garlic.","0","مكونات صوص لبن الزبادي الحار:
"
"9596","764","A small spoon of tahini.","0","مكونات صوص لبن الزبادي الحار:
"
"9597","764","Salt, to taste-.","0","مكونات صوص لبن الزبادي الحار:
"
"9598","764","Three tablespoons of hot Sriracha sauce.","0","مكونات صوص لبن الزبادي الحار:
"
"9599","764","Black pepper to taste-.","0","مكونات صوص لبن الزبادي الحار:
"
"9600","764","Half a teaspoon of Aleppo red pepper.","-2","للتزيين:
"
"9601","764","A quarter cup of toasted pine nuts.","-2","للتزيين:
"
"9602","764","Two tablespoons of chopped parsley.","-2","للتزيين:
"
"9603","764","A pinch of hot red pepper powder.","-2","للتزيين:
"
"9604","765","Two large grains of eggplant.","3",
"9605","765","Two tablespoons of oil.","0","مكوّنات الحشو:
"
"9606","765","2 cloves of crushed garlic.","0","مكوّنات الحشو:
"
"9607","765","2 pieces of carrots, medium size, and grated.","0","مكوّنات الحشو:
"
"9608","765","A large sized piece of chopped sweet red pepper.","0","مكوّنات الحشو:
"
"9609","765","Ten medium-sized mushrooms, sliced.","0","مكوّنات الحشو:
"
"9610","765","Two teaspoons of salt.","0","مكوّنات الحشو:
"
"9611","765","A quarter of a teaspoon of crushed chili.","0","مكوّنات الحشو:
"
"9612","765","Two cups of mozzarella cheese.","0","مكوّنات الحشو:
"
"9613","765","A tablespoon of mixed spices.","0","مكوّنات الحشو:
"
"9614","765","A kilogram of boiled and shredded chicken.","0","مكوّنات الحشو:
"
"9615","765","1 large onion, cut into wings.","0","مكوّنات الحشو:
"
"9616","765","A tablespoon of chopped ginger.","0","مكوّنات الحشو:
"
"9617","765","A large sized piece of sweet green pepper, chopped.","0","مكوّنات الحشو:
"
"9618","765","¼ teaspoon of black pepper.","0","مكوّنات الحشو:
"
"9619","765","A teaspoon of fine coriander.","0","مكوّنات الحشو:
"
"9620","765","A cup of chopped parsley.","0","مكوّنات الحشو:
"
"9621","765","Cup of cheese cups.","-2","مكوّنات الطبقة العلوية:
"
"9622","765","Small spoon of salt.","-2","مكوّنات الطبقة العلوية:
"
"9623","765","A cup of mozzarella.","-2","مكوّنات الطبقة العلوية:
"
"9624","765","Two large eggs.","-2","مكوّنات الطبقة العلوية:
"
"9625","765","A cup of cream.","-2","مكوّنات الطبقة العلوية:
"
"9626","765","¼ teaspoon of black pepper.","-2","مكوّنات الطبقة العلوية:
"
"9627","765","Two tablespoons of rusk.","-2","مكوّنات الطبقة العلوية:
"
"9628","766","A tablespoon of oil.","1",
"9629","766","1 stick of cinnamon.","1",
"9630","766","Ten grains of black pepper.","1",
"9631","766","Small spoon of salt.","1",
"9632","766","A large piece of chopped tomato.","1",
"9633","766","Two cups of boiled chickpeas.","1",
"9634","766","Half a teaspoon of black pepper.","1",
"9635","766","White rice or vermicelli rice - to serve -.","1",
"9636","766","Four large cloves of crushed garlic.","1",
"9637","766","Kilograms of lamb.","1",
"9638","766","A large onion, cut into four quarters.","1",
"9639","766","Ten cloves of cardamom right.","1",
"9640","766","Two leaves of laurel.","1",
"9641","766","2 large eggplant, cut into large cubes.","1",
"9642","766","Two to three tablespoons of tomato paste.","1",
"9643","766","A tablespoon of salt.","1",
"9644","766","A quarter of a teaspoon of cumin.","1",
"9645","766","Corn oil for frying.","1",
"9646","767","Seven hundred and fifty grams of bananas, or lean shoulder meat, chopped into small cubes.","0",
"9647","767","Three cloves of garlic, chopped into slices.","0",
"9648","767","Three hundred grams of medium-sized onions, cut into thin slices.","0",
"9649","767","A teaspoon and a half of ginger powder.","0",
"9650","767","Pinch of saffron.","0",
"9651","767","A teaspoon and a half of coriander.","0",
"9652","767","Three cups of water.","0",
"9653","767","A teaspoon and a half of cumin.","0",
"9654","767","Two cubes of broth.","0",
"9655","767","Three hundred and fifty grams of pumpkin, peeled and chopped into large cubes.","0",
"9656","767","1 stick of cinnamon.","0",
"9657","767","2 medium quince grains, peeled and cut into thick slices.","0",
"9658","767","The juice of a lemon.","0",
"9659","767","Grate the peel of a lemon.","0",
"9660","768","A kilogram of apples.","0",
"9661","768","Eight cups of sugar.","0",
"9662","768","Four tablespoons of lemon juice.","0",
"9663","768","A kilogram of quince.","0",
"9664","768","Three sticks of cinnamon.","0",
"9665","769","A kilogram of lamb shanks cut into large pieces.","0",
"9666","769","Small spoon of salt.","0",
"9667","769","Seven cups of fresh tomato juice.","0",
"9668","769","Six hundred grams of quince, peeled, chopped into large cubes, and soaked in water.","0",
"9669","769","Seven cups of fresh pomegranate juice.","0",
"9670","769","Three tablespoons of crushed garlic.","0",
"9671","769","Cooked rice - for serving -.","0",
"9672","769","Three tablespoons of dry mint.","0",
"9673","769","tow big spoon of sugar.","0",
"9674","769","A quarter cup of tomato paste.","0",
"9675","770","A tablespoon of roasted sesame - for garnishing -.","0",
"9676","770","A teaspoon of dark sesame oil.","0",
"9677","770","Three tablespoons of water.","0",
"9678","770","two big spoons of lemon juice.","0",
"9679","770","Four tablespoons of tahini.","0",
"9680","770","Pinch of salt-to taste.","0",
"9681","770","A clove of minced garlic.","0",
"9682","770","A cup of chopped onions.","0",
"9683","770","Two tablespoons of olive oil.","0",
"9684","770","Half a kilogram of washed and chopped green chard.","0",
"9685","771","¼ teaspoon of black pepper.","2","المكوّنات"
"9686","771","A cup of brown lentils.","2","المكوّنات"
"9687","771","A tablespoon of salt.","2","المكوّنات"
"9688","771","2 cloves of garlic, mashed.","2","المكوّنات"
"9689","771","Four cups of green chard, chopped.","2","المكوّنات"
"9690","771","1 large potato, cut into cubes.","2","المكوّنات"
"9691","771","Seven cups of water.","2","المكوّنات"
"9692","771","A teaspoon of cumin.","2","المكوّنات"
"9693","771","Four tablespoons of oil.","2","المكوّنات"
"9694","771","A pinch of dried mint - to serve -.","2","المكوّنات"
"9695","771","Two tablespoons of flour.","0","مكوّنات خليط الليمون:
"
"9696","771","A quarter cup of each of:
 Lemonade.
 water.","0","مكوّنات خليط الليمون:
"
"9697","771","Lemonade.","0","مكوّنات خليط الليمون:
"
"9698","771","water.","0","مكوّنات خليط الليمون:
"
"9699","772","Half a cup of chopped green coriander.","1",
"9700","772","A kilogram of boneless and chopped meat.","1",
"9701","772","Four cloves of garlic, mashed.","1",
"9702","772","Three cups of broth.","1",
"9703","772","Two tablespoons of ghee or oil.","1",
"9704","772","Two large packages of green chard.","1",
"9705","772","A kilogram of chopped green beans.","1",
"9706","772","Two teaspoons of salt.","1",
"9707","772","1 stick of cinnamon.","1",
"9708","772","Six grains of cardamom.","1",
"9709","772","Two or three bay sheets.","1",
"9710","772","1 large onion, cut into quarters.","1",
"9711","773","Four cups of basmati rice.","4","المكوّنات"
"9712","773","Half a teaspoon of saffron.","4","المكوّنات"
"9713","773","Two tablespoons of rose water.","4","المكوّنات"
"9714","773","Six whole grains of black pepper.","2","مكوّنات لسلق الدّجاج:
"
"9715","773","Two cinnamon sticks.","2","مكوّنات لسلق الدّجاج:
"
"9716","773","A quarter cup of corn oil.","2","مكوّنات لسلق الدّجاج:
"
"9717","773","Six whole cardamom pods.","2","مكوّنات لسلق الدّجاج:
"
"9718","773","Six cloves.","2","مكوّنات لسلق الدّجاج:
"
"9719","773","Three leaves of laurel.","2","مكوّنات لسلق الدّجاج:
"
"9720","773","Two pods of green pepper, sliced ​​in half.","2","مكوّنات لسلق الدّجاج:
"
"9721","773","A kilo of chicken, cut into eight pieces.","2","مكوّنات لسلق الدّجاج:
"
"9722","773","Two teaspoons of salt.","2","مكوّنات لسلق الدّجاج:
"
"9723","773","Onion, cut into wings.","2","مكوّنات لسلق الدّجاج:
"
"9724","773","A teaspoon of mixed spice.","2","مكوّنات لسلق الدّجاج:
"
"9725","773","¼ teaspoon of black pepper.","2","مكوّنات لسلق الدّجاج:
"
"9726","773","1 large onion, chopped.","-1","مكوّنات الكشنة:
"
"9727","773","A large piece of shredded carrots.","-1","مكوّنات الكشنة:
"
"9728","773","Half a cup of raisins.","-1","مكوّنات الكشنة:
"
"9729","773","A teaspoon of mixed spice.","-1","مكوّنات الكشنة:
"
"9730","773","A quarter cup of corn oil.","-1","مكوّنات الكشنة:
"
"9731","773","2 cloves of crushed garlic.","-1","مكوّنات الكشنة:
"
"9732","773","Two pods of chopped green pepper.","-1","مكوّنات الكشنة:
"
"9733","773","Small spoon of salt.","-1","مكوّنات الكشنة:
"
"9734","773","A teaspoon of soft lemon.","-1","مكوّنات الكشنة:
"
"9735","773","A few fried halved almonds.","-3","للتقديم:
"
"9736","774","A quarter cup of flour.","1",
"9737","774","A quarter of a teaspoon of fine coriander.","1",
"9738","774","One to two tablespoons of olive oil.","1",
"9739","774","A small piece of onion, finely chopped.","1",
"9740","774","A quarter of a teaspoon of cumin.","1",
"9741","774","Two hundred grams of kofta.","1",
"9742","774","2 cloves of crushed garlic.","1",
